EmpID,Name,Dept,Salary,JoiningDate,PerformanceScore
4668,Alice,Sales,,2020-01-15,1.0
4669,Eve Sr.,,49511.98,invalid_date,10.0
4670,Charlie Jr.,HR,97713.11,,5.0
4671,Bob Sr.,Sales,36546.1,invalid_date,2.0
4672,David,HR,99262.18,2020-01-15,5.0
4673,Frank,IT,78646.42,2019-05-23,1.0
4674,Grace Sr.,IT,116748.9,,3.0
4675,Bob Jr.,Sales,111174.2,,
4676,Charlie III,HR,46554.38,2020-01-15,5.0
4677,Grace,,115992.18,,5.0
4678,Charlie Sr.,Finance,72547.74,2020-01-15,2.0
4679,David Jr.,,114394.32,,5.0
4680,David,Sales,58541.01,2019-05-23,5.0
4681,Frank,Sales,,invalid_date,10.0
4682,Charlie III,IT,40870.29,2019-05-23,2.0
4683,Alice,Finance,34504.88,invalid_date,
4684,Grace,Finance,30695.57,invalid_date,1.0
4685,David III,HR,104663.48,2018-03-12,4.0
4686,David III,HR,113979.04,invalid_date,
4687,Alice Sr.,Sales,45835.26,,3.0
4688,Eve Jr.,Sales,52914.33,,1.0
4689,Eve,Marketing,108772.7,,
4690,Eve,HR,105228.73,2018-03-12,
4691,Charlie Jr.,,119173.65,2019-05-23,3.0
4692,Alice III,Marketing,31330.13,2018-03-12,4.0
4693,Bob Sr.,,102081.37,2018-03-12,4.0
4694,Frank,Finance,108839.08,2020-01-15,
4695,David,IT,47003.25,2018-03-12,1.0
4696,Charlie Sr.,IT,33444.81,invalid_date,10.0
4697,Grace Jr.,IT,41692.25,2020-01-15,5.0
4698,David III,Finance,115809.84,,2.0
4699,David,,33689.26,2021-07-01,2.0
4700,Grace,IT,58691.68,,1.0
4701,David Sr.,HR,83622.25,2021-07-01,5.0
4702,Bob III,Sales,116116.5,invalid_date,3.0
4703,Bob III,Finance,31941.06,invalid_date,2.0
4704,Bob III,IT,47600.23,,1.0
4705,Eve,Sales,102984.83,,10.0
4706,Frank,Sales,106466.31,2021-07-01,3.0
4707,Eve,IT,62623.86,2018-03-12,2.0
4708,Bob,Finance,84107.32,2020-01-15,1.0
4709,Alice,Marketing,75356.43,2018-03-12,3.0
4710,Grace III,Sales,97973.8,2018-03-12,
4711,Charlie III,Finance,,2019-05-23,4.0
4712,Charlie III,HR,96092.75,invalid_date,10.0
4713,Grace Jr.,Marketing,58799.07,invalid_date,
4714,David Sr.,Marketing,71690.18,2021-07-01,
4715,Charlie III,Sales,40536.52,invalid_date,1.0
4716,Charlie Jr.,,77420.21,,1.0
4717,Alice Jr.,Finance,87627.19,2021-07-01,10.0
4718,Grace III,Sales,72089.58,2019-05-23,10.0
4719,Alice,Marketing,60252.18,2021-07-01,3.0
4720,Alice III,Marketing,101679.48,,5.0
4721,Charlie,Sales,113501.08,2018-03-12,3.0
4722,Charlie,Finance,69366.45,2021-07-01,3.0
4723,Grace,Finance,65924.45,,1.0
4724,Charlie Sr.,,54064.4,invalid_date,10.0
4725,David Jr.,Sales,93118.4,2021-07-01,4.0
4726,Bob,Marketing,58984.03,,10.0
4727,Eve Jr.,,56082.54,2020-01-15,4.0
4728,Bob III,Marketing,115636.5,2021-07-01,10.0
4729,Charlie III,HR,58047.66,invalid_date,
4730,David III,Marketing,105129.49,2020-01-15,4.0
4731,Frank,IT,114396.16,2021-07-01,5.0
4732,Eve,HR,32191.58,2021-07-01,10.0
4733,Frank,HR,68276.25,2020-01-15,1.0
4734,Eve Jr.,Finance,104439.52,2019-05-23,
4735,Grace III,HR,92578.58,2021-07-01,1.0
4736,David Sr.,HR,63050.96,2018-03-12,1.0
4737,Frank Sr.,,55965.77,2020-01-15,5.0
4738,Bob,HR,64728.23,,1.0
4739,Charlie,HR,53933.92,,4.0
4740,Eve Jr.,,38285.15,2021-07-01,
4741,Grace,HR,111848.93,,1.0
4742,Eve,Finance,95801.77,2018-03-12,4.0
4743,Eve III,Finance,97151.91,,4.0
4744,Eve,HR,98397.92,2018-03-12,2.0
4745,Bob Jr.,Finance,79532.98,,1.0
4746,Eve,Sales,85349.43,2018-03-12,2.0
4747,Alice,HR,,,4.0
4748,Eve,Sales,54247.81,,10.0
4749,Grace III,Finance,51592.64,2020-01-15,3.0
4750,Grace,Sales,108514.77,2019-05-23,4.0
4751,Alice,Sales,97246.55,2019-05-23,10.0
4752,Charlie Jr.,Finance,83842.79,2019-05-23,2.0
4753,Bob,Marketing,,2018-03-12,1.0
4754,Charlie Sr.,,52527.19,2019-05-23,
4755,Grace Jr.,IT,115092.08,2018-03-12,10.0
4756,Alice Sr.,Finance,89249.05,2020-01-15,3.0
4757,Frank III,Sales,52248.11,invalid_date,
4758,Charlie Jr.,Sales,67181.69,,1.0
4759,David III,IT,51272.55,invalid_date,1.0
4760,Eve,IT,100639.59,2021-07-01,1.0
4761,Eve III,Marketing,112956.51,2021-07-01,2.0
4762,David,Sales,75276.03,invalid_date,10.0
4763,Charlie,Sales,102624.9,2021-07-01,10.0
4764,Bob Sr.,Sales,,invalid_date,
4765,David Jr.,Sales,70233.39,,2.0
4766,Charlie,Finance,54912.47,2018-03-12,10.0
4767,Charlie,,72562.49,,10.0
4768,Grace III,HR,69810.09,2020-01-15,1.0
4769,Charlie III,Marketing,106341.05,2018-03-12,3.0
4770,David,Sales,34199.66,2018-03-12,10.0
4771,Charlie Sr.,IT,38759.67,2019-05-23,4.0
4772,Grace Sr.,,63662.26,2021-07-01,
4773,Eve Sr.,Sales,62411.81,2021-07-01,4.0
4774,Bob,Finance,99726.24,2021-07-01,5.0
4775,Eve III,HR,98729.84,,
4776,Frank III,Marketing,46227.34,,5.0
4777,Alice,Finance,103564.76,invalid_date,2.0
4778,Eve Jr.,HR,41524.86,,2.0
4779,David,HR,109836.8,2019-05-23,5.0
4780,Charlie,IT,80329.7,invalid_date,4.0
4781,Eve,IT,102361.87,2018-03-12,3.0
4782,Charlie Sr.,Marketing,105662.7,2019-05-23,5.0
4783,Charlie Jr.,HR,61574.83,2018-03-12,1.0
4784,Eve Sr.,,30856.5,,
4785,David,Sales,117916.64,2019-05-23,4.0
4786,Frank III,IT,81645.99,,
4787,Charlie,Sales,37425.19,,10.0
4788,David III,Marketing,113577.99,2019-05-23,
4789,David,,30675.21,2021-07-01,5.0
4790,Charlie,Finance,76208.3,2021-07-01,3.0
4791,Frank Jr.,Finance,57242.15,,10.0
4792,Frank Jr.,IT,94658.24,2020-01-15,5.0
4793,David,Marketing,100936.15,2020-01-15,1.0
4794,Grace Jr.,HR,99605.68,2021-07-01,3.0
4795,Bob,,89848.74,invalid_date,10.0
4796,Eve,Marketing,52433.1,2018-03-12,4.0
4797,Grace,IT,75685.03,invalid_date,2.0
4798,Grace,,46665.34,2020-01-15,4.0
4799,Grace III,HR,60063.97,,3.0
4800,Grace III,Sales,98416.15,2019-05-23,2.0
4801,Bob Jr.,HR,,2019-05-23,10.0
4802,Alice,,85871.51,,
4803,David III,,85576.21,2019-05-23,5.0
4804,Grace Sr.,Marketing,112937.7,2021-07-01,5.0
4805,David Sr.,Finance,93184.21,2018-03-12,4.0
4806,Grace Jr.,IT,98663.21,2021-07-01,5.0
4807,Eve III,,62122.66,2020-01-15,3.0
4808,Grace,IT,46231.31,2020-01-15,
4809,Alice,Finance,86317.44,2021-07-01,10.0
4810,Grace,Marketing,96937.24,,5.0
4811,Bob,Finance,111069.72,,4.0
4812,Bob,,76498.36,2021-07-01,3.0
4813,David,IT,112739.02,2018-03-12,4.0
4814,Grace Sr.,Marketing,86287.1,,10.0
4815,Bob,Marketing,112341.28,2021-07-01,
4816,Bob Sr.,IT,54480.52,2019-05-23,5.0
4817,Bob III,,71845.61,,4.0
4818,Frank Jr.,IT,68769.15,2018-03-12,2.0
4819,Alice Jr.,Finance,50033.0,2019-05-23,10.0
4820,Eve Sr.,Finance,,2018-03-12,1.0
4821,Frank Jr.,Sales,,2021-07-01,5.0
4822,Eve,Marketing,38055.05,2020-01-15,1.0
4823,David III,Sales,63948.53,2018-03-12,
4824,Frank Sr.,,43982.9,2020-01-15,2.0
4825,Charlie Jr.,IT,77474.66,2020-01-15,4.0
4826,Grace Jr.,,54821.5,2021-07-01,5.0
4827,Alice Sr.,Sales,71289.24,,2.0
4828,Bob III,Marketing,60863.48,invalid_date,5.0
4829,Charlie,,53037.97,2020-01-15,2.0
4830,David Jr.,Finance,61432.52,2018-03-12,1.0
4831,Bob,HR,45134.11,invalid_date,4.0
4832,Charlie,HR,95483.26,2021-07-01,3.0
4833,Frank Jr.,IT,59679.61,2018-03-12,2.0
4834,David Jr.,,82111.8,2020-01-15,1.0
4835,David,IT,34926.3,2018-03-12,4.0
4836,Grace,HR,50490.66,2020-01-15,
4837,Grace III,,115153.07,invalid_date,4.0
4838,Bob,Sales,37939.3,invalid_date,3.0
4839,Grace,,98148.31,2018-03-12,5.0
4840,Grace,,72694.26,invalid_date,10.0
4841,Alice Sr.,Finance,39620.02,2019-05-23,3.0
4842,Alice,IT,37352.75,2019-05-23,5.0
4843,Grace Jr.,HR,85699.37,2021-07-01,5.0
4844,Frank,Finance,91192.28,2018-03-12,10.0
4845,Bob Sr.,Sales,114456.7,invalid_date,1.0
4846,Bob,Finance,38256.89,2021-07-01,10.0
4847,Frank,HR,54891.93,2019-05-23,10.0
4848,Eve,Sales,54089.43,invalid_date,1.0
4849,Frank Sr.,HR,106026.79,invalid_date,5.0
4850,David,HR,69556.95,2018-03-12,4.0
4851,Bob,Marketing,48347.08,2021-07-01,2.0
4852,Grace,,,2020-01-15,2.0
4853,Charlie,HR,109010.58,2020-01-15,5.0
4854,Eve III,,59766.29,2019-05-23,2.0
4855,Frank Sr.,HR,62978.44,invalid_date,10.0
4856,Eve Jr.,Marketing,93891.59,invalid_date,3.0
4857,Alice,IT,88865.44,2019-05-23,5.0
4858,Alice,,108465.35,2021-07-01,10.0
4859,David III,HR,,2020-01-15,5.0
4860,Frank III,HR,96499.44,2021-07-01,5.0
4861,Bob,IT,58004.33,2019-05-23,2.0
4862,Grace Jr.,Sales,47534.84,,1.0
4863,Bob Jr.,HR,119066.21,2019-05-23,10.0
4864,Eve,Marketing,58311.98,2018-03-12,3.0
4865,Frank,HR,83468.53,2021-07-01,5.0
4866,Bob III,Sales,89603.81,,3.0
4867,Bob III,Sales,31031.52,2020-01-15,3.0
4868,Frank,Sales,59557.7,2021-07-01,2.0
4869,Eve Jr.,Marketing,90584.47,2021-07-01,3.0
4870,Grace III,IT,74643.63,,2.0
4871,Eve Sr.,Sales,58188.77,2021-07-01,2.0
4872,Charlie Jr.,Marketing,81387.75,2019-05-23,
4873,Bob Sr.,IT,86156.81,2021-07-01,4.0
4874,Charlie Sr.,Finance,46992.93,invalid_date,10.0
4875,Frank Sr.,Sales,40236.46,2021-07-01,5.0
4876,Alice Sr.,IT,98074.8,invalid_date,4.0
4877,David,Finance,55183.48,2018-03-12,3.0
4878,Eve Jr.,HR,112254.61,,5.0
4879,Alice,HR,82066.89,2018-03-12,10.0
4880,Alice Jr.,IT,88763.96,2019-05-23,10.0
4881,Charlie,HR,48379.72,2021-07-01,2.0
4882,Bob III,HR,30147.81,2021-07-01,5.0
4883,Charlie,Marketing,44203.72,2021-07-01,3.0
4884,Frank Jr.,Finance,108556.02,2018-03-12,4.0
4885,Frank Sr.,Sales,,2018-03-12,
4886,Eve Jr.,Sales,103923.71,invalid_date,2.0
4887,Alice Sr.,Finance,48701.4,2019-05-23,1.0
4888,Bob Sr.,Sales,106436.65,2020-01-15,
4889,Grace III,IT,107659.78,2021-07-01,3.0
4890,David,Finance,63839.84,,2.0
4891,David Sr.,HR,79211.55,2021-07-01,10.0
4892,Eve,IT,109913.96,2021-07-01,2.0
4893,Grace,Sales,77572.59,,10.0
4894,Charlie III,Sales,103152.99,2021-07-01,3.0
4895,Bob Sr.,Marketing,49421.85,2019-05-23,10.0
4896,Eve Sr.,,113969.63,,2.0
4897,Bob,Sales,79973.71,2021-07-01,10.0
4898,Eve Sr.,Finance,69446.81,2021-07-01,3.0
4899,Charlie Jr.,Marketing,112082.28,2021-07-01,10.0
4900,David,HR,81336.88,2021-07-01,5.0
4901,David Jr.,Sales,79245.82,2020-01-15,5.0
4902,Eve Jr.,Finance,55797.01,invalid_date,4.0
4903,Frank Jr.,Sales,100025.51,2021-07-01,3.0
4904,Eve Sr.,Sales,109196.78,2021-07-01,5.0
4905,Charlie,Sales,40593.35,,4.0
4906,Charlie III,Marketing,52422.03,2019-05-23,2.0
4907,Bob,Marketing,59487.23,2020-01-15,
4908,Bob,HR,88799.31,2021-07-01,3.0
4909,David Jr.,,98622.02,2018-03-12,3.0
4910,Eve Sr.,IT,41688.27,invalid_date,3.0
4911,Frank,HR,71084.87,2018-03-12,1.0
4912,Grace III,Sales,53679.01,2018-03-12,1.0
4913,Bob Jr.,,96778.49,,5.0
4914,David III,Finance,106776.86,invalid_date,2.0
4915,Eve III,Sales,68173.66,2021-07-01,4.0
4916,Charlie Sr.,,98790.78,2021-07-01,1.0
4917,Alice Sr.,IT,93743.41,,5.0
4918,Eve,Sales,72024.26,,1.0
4919,Bob Jr.,Marketing,112574.78,2018-03-12,1.0
4920,Grace III,Finance,47910.65,2019-05-23,2.0
4921,Bob,IT,66221.59,2021-07-01,10.0
4922,Eve Sr.,HR,42852.16,,5.0
4923,Charlie Jr.,Finance,100423.48,2018-03-12,
4924,David,HR,90224.38,2020-01-15,3.0
4925,David Sr.,,50604.4,invalid_date,10.0
4926,Alice III,,,2018-03-12,1.0
4927,Charlie Sr.,Marketing,115260.0,2021-07-01,5.0
4928,Eve Sr.,Finance,114234.89,invalid_date,10.0
4929,Grace,Finance,44628.45,2018-03-12,4.0
4930,Bob Sr.,Marketing,105687.68,2020-01-15,1.0
4931,Grace,Finance,,2020-01-15,
4932,Grace Jr.,,86014.68,,3.0
4933,Alice,IT,70624.98,2020-01-15,3.0
4934,Bob Sr.,,66712.34,2020-01-15,5.0
4935,Charlie Jr.,Sales,82675.14,2020-01-15,2.0
4936,David,HR,37935.19,invalid_date,5.0
4937,Alice Jr.,,44141.28,2020-01-15,
4938,Eve,,34146.29,invalid_date,1.0
4939,Frank III,HR,108260.26,2021-07-01,3.0
4940,Bob III,Finance,68199.69,2021-07-01,10.0
4941,Grace,Sales,80398.65,2019-05-23,5.0
4942,Alice Jr.,IT,57256.14,2018-03-12,1.0
4943,Grace Jr.,HR,103251.04,2021-07-01,5.0
4944,Alice Sr.,,89193.92,2020-01-15,4.0
4945,Frank,IT,106517.54,2020-01-15,10.0
4946,Alice,Finance,90721.48,invalid_date,1.0
4947,Grace,,71905.99,2020-01-15,5.0
4948,Charlie Jr.,IT,98069.57,2019-05-23,10.0
4949,Grace III,HR,37227.43,,1.0
4950,David,HR,113047.21,2019-05-23,10.0
4951,David Jr.,Marketing,40382.87,2021-07-01,5.0
4952,Alice Sr.,Sales,77719.36,2020-01-15,2.0
4953,David III,Sales,43731.8,,5.0
4954,Bob III,Marketing,91894.71,2021-07-01,
4955,Alice Sr.,IT,35300.69,2021-07-01,10.0
4956,Frank III,IT,83909.16,2019-05-23,
4957,Eve Sr.,Finance,106251.79,2019-05-23,5.0
4958,Grace,IT,61938.08,2019-05-23,10.0
4959,David Jr.,HR,85207.78,2018-03-12,
4960,Eve,Sales,,,
4961,Alice III,Marketing,82403.66,invalid_date,4.0
4962,Bob,Finance,93250.0,2019-05-23,5.0
4963,Charlie Jr.,HR,41402.19,invalid_date,10.0
4964,Grace III,Finance,66198.93,2020-01-15,4.0
4965,Alice,IT,113946.91,,5.0
4966,Grace Jr.,Sales,38715.77,invalid_date,1.0
4967,David,HR,,2020-01-15,
4968,Charlie Jr.,Sales,112625.47,invalid_date,
4969,Alice Jr.,HR,97657.16,2021-07-01,10.0
4970,Grace,HR,116525.33,invalid_date,5.0
4971,Eve Sr.,IT,,2019-05-23,2.0
4972,Alice Jr.,Sales,118511.0,2020-01-15,2.0
4973,David Jr.,Finance,106637.99,,4.0
4974,Bob Jr.,HR,60031.65,2020-01-15,10.0
4975,Bob,Sales,47725.69,2018-03-12,1.0
4976,David III,IT,92045.95,2021-07-01,1.0
4977,Frank Jr.,HR,39100.0,,
4978,Grace,,34288.7,invalid_date,4.0
4979,David Jr.,HR,86556.68,2020-01-15,
4980,Alice,HR,119666.37,2020-01-15,5.0
4981,Frank Sr.,Sales,68171.26,2018-03-12,
4982,Eve,IT,97496.21,2020-01-15,3.0
4983,Charlie Jr.,IT,33782.8,2020-01-15,1.0
4984,Eve III,,,2021-07-01,5.0
4985,Frank,Finance,,2019-05-23,10.0
4986,Charlie Sr.,HR,71442.02,2018-03-12,5.0
4987,Charlie III,IT,41343.01,2021-07-01,4.0
4988,Bob III,Sales,73175.3,2020-01-15,5.0
4989,Charlie,,78526.49,2021-07-01,1.0
4990,David Sr.,Marketing,,2018-03-12,3.0
4991,Alice III,,34603.62,2019-05-23,1.0
4992,David Sr.,HR,108789.19,,1.0
4993,David Sr.,Finance,43287.47,,4.0
4994,Frank Jr.,Finance,52550.75,,1.0
4995,David Jr.,Marketing,72458.25,2021-07-01,1.0
4996,Grace III,Sales,50612.9,2021-07-01,4.0
4997,Charlie Sr.,HR,66720.37,,3.0
4998,Grace,Finance,100548.29,2019-05-23,3.0
4999,Bob Jr.,HR,116208.82,2019-05-23,2.0
5000,Eve III,Sales,69941.39,2021-07-01,1.0
5001,Charlie Sr.,IT,90739.73,2021-07-01,5.0
5002,David Sr.,Marketing,78106.64,,1.0
5003,Eve Sr.,IT,60484.84,2019-05-23,4.0
5004,Alice,IT,99299.14,2020-01-15,
5005,Eve,IT,78547.8,2018-03-12,
5006,Charlie Sr.,HR,96368.18,2019-05-23,5.0
5007,Grace III,IT,36283.64,2020-01-15,3.0
5008,Eve,HR,74462.69,2020-01-15,5.0
5009,Eve Sr.,Sales,34216.32,2021-07-01,3.0
5010,David Sr.,HR,65924.1,2020-01-15,
5011,Charlie,HR,45633.74,2020-01-15,
5012,David Jr.,,32234.17,2019-05-23,2.0
5013,Eve III,Sales,93460.94,2020-01-15,1.0
5014,Frank,IT,119188.58,,5.0
5015,Eve,HR,98256.98,,4.0
5016,David Sr.,Sales,84270.77,2019-05-23,2.0
5017,Eve III,Marketing,87247.26,invalid_date,
5018,Eve Sr.,IT,49029.11,invalid_date,
5019,Grace Jr.,IT,51312.12,2020-01-15,5.0
5020,Grace,HR,118535.59,2019-05-23,2.0
5021,Eve,Marketing,51508.94,2018-03-12,
5022,Alice,Finance,62801.24,2021-07-01,2.0
5023,Eve,,46914.22,invalid_date,1.0
5024,Frank Jr.,IT,,,
5025,David,IT,103173.48,2021-07-01,4.0
5026,Frank Sr.,HR,69319.41,2018-03-12,1.0
5027,Grace Sr.,Marketing,102304.82,invalid_date,
5028,Alice Sr.,IT,90613.19,2018-03-12,1.0
5029,Bob,Marketing,65004.41,,1.0
5030,Bob III,Marketing,103007.7,2020-01-15,2.0
5031,Grace,Finance,77072.01,invalid_date,3.0
5032,Bob Jr.,Finance,45582.88,2018-03-12,5.0
5033,Eve III,Sales,56015.43,,3.0
5034,Frank,,69902.56,2019-05-23,
5035,Bob III,Marketing,82103.24,invalid_date,5.0
5036,Frank III,HR,58529.99,2019-05-23,4.0
5037,Frank,Marketing,106949.98,,10.0
5038,Charlie Jr.,Marketing,57950.43,,2.0
5039,Grace Jr.,,113202.56,2021-07-01,1.0
5040,Eve,,36780.01,invalid_date,10.0
5041,Eve III,Sales,75636.14,invalid_date,2.0
5042,Grace,Marketing,35710.72,invalid_date,1.0
5043,Bob,Sales,107630.4,,4.0
5044,Alice Sr.,HR,87287.43,2021-07-01,10.0
5045,Bob Jr.,Finance,63814.08,2020-01-15,5.0
5046,Alice Sr.,IT,49829.67,invalid_date,5.0
5047,David,IT,69872.55,,4.0
5048,Grace Sr.,Sales,93675.23,2020-01-15,1.0
5049,Grace III,HR,32312.16,2021-07-01,2.0
5050,Charlie III,HR,61681.13,2020-01-15,10.0
5051,Bob III,,64604.03,2021-07-01,4.0
5052,David,Finance,103272.29,2021-07-01,4.0
5053,Bob Jr.,HR,43395.78,2018-03-12,2.0
5054,Charlie Sr.,HR,115686.08,2021-07-01,10.0
5055,Eve III,,117571.8,invalid_date,10.0
5056,Charlie Sr.,,40869.68,2021-07-01,
5057,Eve,IT,64942.74,2019-05-23,2.0
5058,Grace,Sales,64377.73,,3.0
5059,David Sr.,,75264.61,invalid_date,
5060,Eve Jr.,IT,82374.55,,5.0
5061,Alice,Finance,85875.83,2019-05-23,2.0
5062,David III,,,,3.0
5063,Eve,Sales,73236.29,,10.0
5064,Bob,Finance,96724.34,2020-01-15,10.0
5065,David,,66849.35,,5.0
5066,Frank Jr.,,100615.48,invalid_date,1.0
5067,Alice Sr.,Marketing,81949.45,2021-07-01,
5068,Charlie,Marketing,36230.82,2019-05-23,
5069,Bob,HR,95386.62,2021-07-01,4.0
5070,Alice,Marketing,101636.13,2020-01-15,4.0
5071,Bob Jr.,IT,38293.54,2020-01-15,2.0
5072,Frank III,Marketing,101217.87,,
5073,Charlie Sr.,Marketing,75116.87,invalid_date,4.0
5074,Eve,IT,61800.54,2021-07-01,10.0
5075,Grace III,Finance,82325.02,2021-07-01,2.0
5076,Bob,Finance,83388.12,2019-05-23,4.0
5077,Eve Jr.,Sales,32713.84,2018-03-12,
5078,Grace,Marketing,63486.51,,5.0
5079,Charlie,,107964.74,,5.0
5080,Eve,Sales,32300.77,2021-07-01,1.0
5081,Charlie III,IT,51657.93,2021-07-01,4.0
5082,Charlie Jr.,Marketing,47790.94,2018-03-12,5.0
5083,Grace III,Marketing,37161.38,2019-05-23,1.0
5084,Grace Sr.,IT,30100.81,,1.0
5085,David,Marketing,33968.36,invalid_date,2.0
5086,Frank,Marketing,118667.5,invalid_date,10.0
5087,Alice,Sales,65536.94,invalid_date,
5088,Alice Jr.,,42272.92,,3.0
5089,Grace,IT,116283.04,2020-01-15,5.0
5090,Frank Jr.,HR,,2019-05-23,1.0
5091,David III,Finance,42203.07,2018-03-12,3.0
5092,Charlie,,95004.39,2018-03-12,2.0
5093,Frank III,Marketing,35010.17,2021-07-01,5.0
5094,Frank III,,83529.08,2020-01-15,10.0
5095,Eve,,106280.2,,5.0
5096,David Jr.,,105096.14,2019-05-23,
5097,Bob Jr.,IT,,,3.0
5098,Alice Jr.,HR,88421.88,invalid_date,10.0
5099,David Jr.,Finance,62682.86,2021-07-01,10.0
5100,Frank,,37543.82,,1.0
5101,Charlie,Sales,75798.83,invalid_date,10.0
5102,Frank III,IT,98860.27,,
5103,Alice,HR,110744.7,2019-05-23,5.0
5104,Eve III,Marketing,33509.82,invalid_date,5.0
5105,Grace,,31453.96,2019-05-23,10.0
5106,Charlie Jr.,HR,54589.43,,10.0
5107,Alice,,63483.67,invalid_date,5.0
5108,Charlie Jr.,Finance,38539.1,,10.0
5109,Alice III,Marketing,110227.54,2018-03-12,3.0
5110,Eve III,IT,83947.27,2020-01-15,4.0
5111,Bob,Finance,42630.37,2019-05-23,2.0
5112,Grace III,Marketing,,2019-05-23,2.0
5113,Frank,,102087.79,2018-03-12,10.0
5114,Eve,IT,55803.12,2021-07-01,10.0
5115,Alice Jr.,HR,84156.79,2018-03-12,3.0
5116,Grace III,HR,110070.31,2018-03-12,1.0
5117,Eve III,,67556.29,2018-03-12,5.0
5118,Charlie,IT,116762.91,2021-07-01,1.0
5119,Alice III,HR,57238.12,2019-05-23,10.0
5120,Grace,Finance,82982.13,2020-01-15,2.0
5121,Grace Jr.,Marketing,85437.19,2018-03-12,3.0
5122,Alice III,Finance,,2021-07-01,10.0
5123,Alice Jr.,,47809.82,2020-01-15,5.0
5124,Charlie III,Finance,95975.97,2021-07-01,10.0
5125,David,Sales,86324.74,invalid_date,3.0
5126,Grace III,IT,41971.72,2020-01-15,10.0
5127,Frank Sr.,Sales,50804.4,2021-07-01,1.0
5128,Bob III,Finance,85890.07,2020-01-15,10.0
5129,Eve,HR,75063.25,invalid_date,4.0
5130,David,IT,52419.65,invalid_date,10.0
5131,Grace Sr.,,32666.2,2020-01-15,
5132,David,Marketing,45658.74,,
5133,Alice,IT,76198.41,2021-07-01,3.0
5134,Bob Sr.,,101311.63,2019-05-23,1.0
5135,Frank Sr.,HR,109561.33,2021-07-01,10.0
5136,Grace III,,118407.54,2019-05-23,1.0
5137,Frank,Sales,55056.08,2018-03-12,3.0
5138,Eve,Marketing,34846.81,2020-01-15,4.0
5139,David,,,2020-01-15,4.0
5140,Frank III,Finance,77314.62,2021-07-01,
5141,Grace III,HR,60178.32,invalid_date,10.0
5142,Charlie,Sales,,2021-07-01,2.0
5143,Eve III,,43853.31,,
5144,Eve Jr.,Marketing,33421.37,2019-05-23,
5145,Alice,Finance,44709.09,2020-01-15,2.0
5146,David,Marketing,68149.12,2018-03-12,1.0
5147,Bob,IT,113242.42,2019-05-23,5.0
5148,Alice,Sales,109180.49,invalid_date,2.0
5149,Alice,,83513.59,2018-03-12,5.0
5150,Eve Jr.,Finance,30045.29,2018-03-12,5.0
5151,Grace Sr.,IT,92643.37,2018-03-12,1.0
5152,Frank Sr.,Sales,39228.0,2020-01-15,5.0
5153,Charlie Sr.,HR,67185.49,2021-07-01,2.0
5154,Alice Jr.,HR,113284.27,2018-03-12,5.0
5155,Bob,Finance,84236.37,2019-05-23,10.0
5156,Frank Jr.,Finance,46010.77,2019-05-23,5.0
5157,David Sr.,Sales,,,1.0
5158,Eve,IT,109277.49,2020-01-15,10.0
5159,Frank Sr.,Sales,82719.82,2021-07-01,5.0
5160,Bob,IT,80515.16,2021-07-01,5.0
5161,Grace,IT,,2020-01-15,2.0
5162,Alice Jr.,Finance,39432.83,2018-03-12,2.0
5163,David,Sales,48990.8,2020-01-15,10.0
5164,Grace,Sales,116348.99,2021-07-01,5.0
5165,Frank Jr.,Sales,58804.22,2019-05-23,2.0
5166,Eve,Finance,51953.76,invalid_date,3.0
5167,David III,Finance,90587.29,invalid_date,3.0
5168,David,HR,104725.92,,10.0
5169,Eve Jr.,Finance,38818.75,2019-05-23,4.0
5170,Frank Jr.,Sales,116453.25,2019-05-23,2.0
5171,Eve Sr.,HR,75833.48,2019-05-23,
5172,David Sr.,IT,101049.96,invalid_date,3.0
5173,Bob Sr.,Sales,36976.12,2021-07-01,1.0
5174,Alice,IT,102656.63,2021-07-01,
5175,Bob Sr.,IT,102260.75,invalid_date,1.0
5176,Alice Sr.,HR,59813.15,,4.0
5177,Eve Sr.,IT,47201.02,invalid_date,4.0
5178,Alice,IT,108050.05,invalid_date,10.0
5179,Alice Jr.,Sales,102473.0,invalid_date,
5180,Bob,HR,48866.66,2018-03-12,
5181,Frank,Finance,83660.3,2020-01-15,2.0
5182,Grace III,Finance,58856.12,2021-07-01,3.0
5183,David,Sales,79679.32,invalid_date,
5184,David Sr.,Marketing,,2019-05-23,10.0
5185,Grace,,63225.7,invalid_date,3.0
5186,Charlie,Marketing,110248.03,,
5187,David Jr.,Marketing,38426.26,2020-01-15,
5188,Alice Jr.,Marketing,45809.46,2021-07-01,
5189,Grace,IT,47155.36,2019-05-23,10.0
5190,Charlie,Sales,105811.32,2020-01-15,3.0
5191,Charlie III,Marketing,96507.31,2019-05-23,
5192,Charlie Sr.,,79544.33,invalid_date,2.0
5193,Grace Jr.,Finance,88977.75,2019-05-23,10.0
5194,Grace,Finance,81667.15,,2.0
5195,Frank,Sales,115862.7,2019-05-23,3.0
5196,Charlie Jr.,Marketing,105466.02,2020-01-15,10.0
5197,Grace,Finance,92073.22,2019-05-23,4.0
5198,Frank Sr.,,36258.12,2020-01-15,5.0
5199,Alice Sr.,Finance,97304.73,2021-07-01,2.0
5200,Grace Jr.,Sales,73118.55,invalid_date,10.0
5201,Grace Jr.,HR,96736.56,2018-03-12,5.0
5202,Eve III,IT,,,1.0
